Node_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249
51,6,6,9,18,17,21,8,9,20,20,32,13,17,24,22,17,8,14,7,13,14,36,29,10,14,15,18,8,18,22,8,16,7,33,19,57,40,43,37,59,32,67,33,27,21,62,26,23,2,2,4,0,4,6,5,10,11,9,8,4,3,3,16,17,17,17,27,16,16,57,38,50,45,16,61,46,24,28,17,15,22,31,35,6,7,8,10,10,11,12,14,14,18,17,16,18,13,13,14,16,16,15,16,16,16,16,15,15,15,15,19,19,30,25,17,15,8,16,21,11,27,11,18,14,30,35,21,13,12,11,14,14,14,14,13,13,14,33,5,18,30,43,26,22,16,11,33,29,20,21,31,32,30,31,32,32,24,36,15,15,26,12,7,6,16,39,32,38,9,10,8,9,9,11,11,12,12,12,11,12,10,22,13,13,14,12,13,14,18,12,13,12,10,11,10,11,9,50,45,11,15,13,12,24,10,15,25,32,11,10,16,5,9,11,15,20,24,37,37,66,53,24,22,27,28,30,16,15,23,27,29,29,14,28,29,30,33,27,34,43,33,32,32,10,14,8,13,14,15,11
52,10,9,13,19,20,22,11,12,22,23,34,14,20,27,25,20,10,15,7,15,17,39,32,10,16,18,21,11,21,24,11,17,10,34,19,58,41,43,37,60,31,66,33,26,22,63,24,21,3,5,3,4,0,3,2,7,8,5,6,8,7,6,19,20,20,20,31,20,20,57,38,51,45,16,62,46,24,28,21,19,26,35,38,10,11,12,13,14,15,15,18,18,22,21,20,22,16,17,18,19,19,19,19,19,19,19,18,19,18,18,23,23,34,29,21,19,12,20,25,14,30,14,21,17,34,39,24,17,16,15,18,17,18,17,16,16,17,37,9,22,34,47,29,26,20,14,37,32,24,25,35,35,34,35,35,36,27,40,18,19,30,16,11,10,19,43,35,42,13,14,12,13,13,15,15,16,16,15,15,16,14,18,17,17,18,16,17,17,14,16,17,15,14,15,14,15,13,51,46,15,19,16,16,27,14,19,28,30,14,12,18,7,11,12,13,18,24,36,36,65,53,22,19,25,25,28,12,12,21,25,27,26,10,26,27,28,30,26,34,42,36,36,35,14,17,12,17,18,19,15
53,12,12,15,21,23,24,14,15,25,25,36,17,23,30,27,22,12,16,9,18,20,41,34,12,19,21,23,13,23,26,14,19,12,36,20,60,42,43,38,61,32,67,33,27,23,64,24,21,5,8,6,6,3,0,2,6,7,4,6,10,9,9,21,22,22,22,32,22,23,59,38,52,45,18,63,47,26,30,23,21,28,37,41,12,14,15,16,17,18,18,21,20,25,23,22,24,19,20,21,22,21,21,21,21,21,20,19,20,20,20,25,25,36,31,23,22,14,23,27,17,33,17,24,19,36,41,26,20,18,17,20,19,20,19,18,18,19,39,11,24,36,50,31,28,23,15,39,33,26,27,37,37,36,37,37,38,30,42,20,21,33,18,14,12,20,45,37,44,16,16,15,16,16,17,17,18,19,18,18,18,17,17,19,19,20,19,19,20,12,18,19,17,16,17,16,17,15,53,48,17,21,19,19,29,17,21,30,30,16,14,20,10,13,14,13,17,25,37,37,65,54,21,18,24,25,28,10,10,21,25,27,25,8,26,26,27,30,26,35,43,38,38,37,16,20,14,19,20,21,18
54,11,10,13,19,21,22,12,13,23,23,34,15,21,28,25,20,10,14,7,16,18,39,32,10,17,19,21,11,21,24,12,17,10,34,18,58,40,42,37,59,30,65,32,25,21,62,23,20,5,6,4,5,2,2,0,5,7,4,5,9,8,8,21,22,22,21,32,21,22,57,37,50,44,16,61,45,24,28,22,20,27,37,39,11,12,13,14,15,17,16,19,19,24,22,21,23,17,18,19,21,20,20,21,20,21,20,19,20,20,20,24,24,35,30,21,20,13,21,26,16,31,15,23,18,35,40,26,18,17,16,19,19,19,19,18,17,18,38,10,23,35,48,31,27,21,15,38,33,25,26,37,37,35,36,37,37,29,41,20,20,32,17,13,11,20,44,36,43,15,15,14,14,15,16,16,17,17,17,16,17,15,17,18,18,19,18,18,19,13,17,18,17,15,16,15,16,14,51,46,16,20,18,18,29,16,20,29,29,14,12,18,8,11,12,11,16,23,35,35,64,52,20,18,23,24,27,11,10,20,24,26,25,9,25,25,26,29,25,33,41,38,37,37,15,19,13,18,19,20,16
55,14,12,15,17,21,21,15,14,23,24,33,14,22,28,25,20,11,13,7,16,18,39,32,9,16,20,21,13,20,24,14,15,12,32,15,54,37,38,33,56,26,60,28,21,18,59,18,14,10,10,6,10,7,6,5,0,2,3,2,12,13,12,26,26,26,26,37,25,25,53,32,46,39,14,58,41,21,24,26,23,31,41,40,14,16,16,17,18,20,17,23,23,27,27,25,27,19,20,22,25,25,25,26,25,26,25,24,25,24,24,29,27,38,34,23,22,18,25,31,20,33,18,27,23,40,44,31,22,22,19,24,23,24,24,23,22,23,43,14,28,40,51,35,29,24,20,42,38,28,31,41,41,40,41,41,42,32,45,24,24,35,19,16,16,25,47,41,45,18,19,17,18,19,20,20,21,21,21,20,21,19,13,22,22,23,22,22,23,10,21,23,21,20,20,19,21,19,48,44,19,24,21,21,34,19,24,34,24,14,13,18,9,11,12,7,11,19,31,31,59,48,15,13,18,19,21,7,5,15,19,20,20,7,19,20,21,24,20,29,37,43,42,41,17,23,18,21,22,24,20
56,16,14,18,19,23,22,17,16,25,26,35,16,24,30,27,22,13,14,10,19,20,41,34,11,18,22,24,15,22,25,16,17,14,33,16,55,38,38,33,57,26,60,28,21,20,59,17,14,11,12,8,11,8,7,7,2,0,3,4,14,15,14,27,28,28,28,39,27,28,54,32,47,40,15,58,42,22,25,28,25,33,43,43,17,18,18,20,20,22,20,25,25,30,29,27,29,21,22,24,27,27,27,27,27,27,27,26,27,26,26,31,30,40,36,25,24,20,27,33,22,35,20,29,25,42,46,32,24,24,21,26,25,26,25,24,24,25,45,16,30,42,54,37,31,26,22,44,40,30,33,43,43,42,43,43,44,34,47,26,26,37,21,18,18,27,50,43,48,20,21,19,20,21,22,23,23,23,23,22,23,21,10,24,24,25,24,24,25,8,23,24,23,22,23,21,23,21,49,45,21,26,23,23,36,21,26,36,23,17,15,20,12,13,14,7,10,20,31,31,59,49,14,11,17,17,21,5,3,14,18,20,18,5,19,19,20,23,20,30,36,44,44,43,19,25,20,23,24,26,22
57,14,13,17,20,23,24,16,16,25,26,36,17,24,30,27,22,13,16,9,18,20,41,34,11,18,22,24,14,23,26,15,18,13,35,19,58,41,41,36,59,29,63,31,24,22,62,21,17,9,10,7,9,5,4,4,3,3,0,4,13,12,12,25,26,26,25,36,25,25,57,35,49,43,17,61,45,24,27,26,24,31,40,42,15,16,17,18,19,20,19,23,23,27,26,25,27,20,21,23,25,24,24,25,24,24,24,23,24,24,24,28,28,39,34,25,23,17,25,30,20,35,19,27,22,39,44,29,22,21,19,23,22,23,23,22,21,22,42,14,27,39,52,34,30,25,19,42,37,29,30,40,41,39,40,41,41,32,45,23,24,35,20,16,15,24,48,40,46,18,19,17,18,19,20,20,21,21,21,20,21,19,13,22,22,23,22,22,23,9,21,22,21,19,20,19,20,18,51,47,20,24,22,21,33,19,24,33,26,16,15,20,11,13,14,10,14,22,34,34,62,52,18,14,20,21,24,7,6,18,21,23,21,5,22,23,24,26,23,33,40,42,41,41,18,23,17,21,23,24,20
58,12,10,14,16,19,19,13,12,21,22,31,12,20,26,23,18,9,11,6,15,17,37,30,7,14,18,20,11,18,22,12,14,10,31,14,53,36,37,32,55,25,60,27,21,17,58,18,15,9,8,5,8,6,6,5,2,4,4,0,11,11,10,24,25,25,25,35,24,24,52,32,45,39,12,57,41,20,23,24,21,29,39,39,13,14,14,16,16,18,16,22,21,26,25,24,25,17,18,20,24,24,24,24,24,24,24,23,24,23,23,27,26,36,32,21,20,16,23,29,19,31,16,26,22,38,43,29,20,20,17,22,22,23,22,22,21,22,41,13,27,39,50,34,27,22,19,41,37,26,30,40,40,38,40,40,41,30,43,23,22,34,17,15,14,24,46,40,44,16,17,15,16,17,18,19,19,19,19,19,19,17,14,20,21,21,20,21,21,12,20,21,20,18,19,18,20,18,47,42,18,23,20,19,33,18,23,33,24,13,11,16,8,9,10,7,12,18,30,31,59,48,16,14,19,20,22,9,7,15,19,21,21,9,20,21,22,24,20,29,36,41,41,40,15,22,16,19,21,22,18
59,2,3,6,16,14,19,4,7,17,16,29,10,14,21,19,15,6,12,7,10,11,32,25,10,12,12,15,6,16,19,4,14,5,31,18,55,38,42,36,57,32,67,33,26,20,61,27,25,5,3,6,4,8,10,9,12,14,13,11,0,3,2,14,15,15,14,25,13,13,55,38,49,44,15,59,44,23,28,13,11,19,29,31,2,3,4,6,7,8,8,11,10,15,14,13,14,9,10,10,13,13,13,15,14,15,15,14,14,13,12,17,15,26,22,13,12,7,12,18,8,23,7,16,11,27,32,19,9,10,7,12,12,13,13,12,12,12,31,3,17,28,39,23,18,12,10,30,27,16,19,29,29,28,29,29,30,20,33,14,11,23,8,4,5,14,35,29,34,6,7,5,6,6,7,8,9,9,8,8,8,7,25,10,10,11,9,10,11,21,9,11,10,8,8,7,10,7,48,42,7,12,9,9,23,7,12,23,33,9,7,13,4,8,9,16,22,23,36,36,66,52,26,24,28,30,31,19,18,25,28,30,32,18,29,30,31,34,28,33,43,31,30,29,6,11,6,9,10,12,8
60,5,5,8,19,17,21,6,9,19,19,32,13,16,23,21,17,9,15,9,12,14,35,28,12,15,15,17,8,18,21,7,16,7,33,20,58,41,44,38,59,34,69,35,28,23,63,29,26,4,3,7,3,7,9,8,13,15,12,11,3,0,1,13,14,14,14,24,13,13,58,40,51,46,17,61,47,25,30,14,12,19,28,33,4,5,7,7,9,9,11,11,11,15,14,13,15,11,12,12,13,13,12,13,13,13,13,12,12,12,12,16,16,27,22,16,14,5,13,18,8,25,9,15,11,27,32,18,11,9,9,11,11,11,11,11,10,11,30,2,16,27,40,23,20,14,8,30,26,17,18,28,29,27,28,29,29,21,33,12,12,24,10,5,3,13,36,29,35,7,7,6,6,7,8,8,9,9,9,8,9,8,25,10,10,11,9,10,11,21,9,10,9,7,8,7,8,6,51,45,8,12,10,10,21,8,12,22,34,11,10,16,6,10,12,17,23,25,38,38,68,55,27,25,29,31,33,19,18,26,30,31,32,17,31,31,33,35,29,35,45,30,29,29,8,11,5,10,11,12,9
61,4,4,7,17,16,20,6,8,18,18,30,12,15,22,20,16,7,13,7,11,13,34,27,10,14,14,16,7,17,20,6,15,6,32,19,57,39,43,37,58,33,68,34,27,21,62,28,25,4,2,6,3,6,9,8,12,14,12,10,2,1,0,14,15,15,14,25,14,14,56,39,50,45,16,60,46,24,29,14,12,19,29,32,4,5,6,7,8,9,10,12,11,16,15,14,15,10,11,12,14,13,13,14,14,14,15,13,14,13,13,17,16,27,22,15,13,6,14,19,8,24,9,16,11,28,33,19,11,10,8,12,12,12,13,12,11,12,31,3,17,28,41,23,20,14,9,31,27,17,19,29,30,28,29,30,30,21,34,13,12,24,10,5,4,14,36,30,35,7,7,6,7,7,8,9,9,10,9,9,9,8,24,10,11,11,10,10,11,20,10,11,10,8,9,7,10,7,50,44,8,13,10,10,23,8,12,23,33,10,9,15,5,9,10,16,22,24,37,37,66,53,26,24,28,30,31,18,17,25,28,30,32,17,30,30,31,34,28,34,43,31,30,30,8,11,6,10,11,12,9
62,14,16,16,28,23,30,14,18,25,23,37,23,21,27,27,24,20,26,21,20,21,37,31,24,24,21,23,18,26,28,16,26,18,41,31,66,49,55,48,67,46,80,46,40,33,71,42,39,16,16,20,16,19,21,21,26,27,25,24,14,13,14,0,1,1,1,11,4,7,66,52,60,57,28,69,57,36,41,9,11,9,16,31,13,12,13,12,13,11,17,8,8,8,6,6,8,16,15,14,2,1,1,1,1,2,3,3,1,2,3,3,10,20,12,18,17,8,11,6,6,23,15,3,3,16,20,5,10,5,12,3,2,2,3,4,4,3,18,11,2,15,31,10,19,14,6,18,13,14,5,16,16,15,16,16,17,14,23,2,9,15,14,10,10,2,27,16,29,11,9,12,10,9,8,7,8,8,8,9,9,11,38,9,8,7,7,6,6,33,6,4,5,6,7,8,5,7,59,52,10,5,9,10,9,10,6,9,47,20,20,24,18,22,22,30,36,36,50,49,79,64,40,38,42,44,45,31,31,39,43,44,45,29,44,44,46,48,42,45,56,17,17,16,14,5,9,12,10,7,10
63,15,17,17,29,24,31,15,19,26,24,37,24,22,28,27,25,21,26,22,21,22,37,32,25,25,21,24,19,27,29,16,27,19,42,32,66,49,55,49,67,47,81,47,41,34,72,43,40,17,17,21,17,20,22,22,26,28,26,25,15,14,15,1,0,1,1,10,4,8,67,53,61,58,29,70,57,36,41,9,12,9,16,31,14,13,14,13,14,12,18,8,9,8,6,6,8,17,16,14,3,2,2,1,2,2,3,4,2,2,4,3,10,20,12,19,17,9,11,6,7,24,16,3,4,15,19,4,11,6,13,4,3,3,3,5,4,3,17,12,2,14,31,9,20,14,7,17,12,14,4,15,16,14,15,15,16,14,23,3,9,15,15,11,11,3,27,15,29,11,10,12,11,10,9,8,8,9,9,10,10,12,39,9,8,8,8,7,6,34,7,5,6,7,7,8,6,8,59,52,11,6,10,11,8,10,6,8,48,21,21,25,19,22,23,31,37,37,50,50,80,65,41,39,43,45,46,32,32,40,43,45,46,30,44,45,46,49,43,46,57,16,16,15,15,5,10,13,11,8,11
64,15,17,17,29,23,30,15,19,25,23,37,23,21,27,27,24,20,26,22,20,21,36,31,24,24,21,23,19,26,28,16,27,18,41,32,66,49,55,49,67,46,81,46,40,34,72,42,40,17,17,21,17,20,22,22,26,28,26,25,15,14,15,1,1,0,1,10,4,7,66,52,60,57,29,69,57,36,41,8,11,8,15,30,13,12,14,13,13,11,17,8,8,8,5,5,7,17,15,14,2,2,2,2,2,3,4,4,2,2,3,2,10,19,11,18,16,9,10,5,7,23,15,2,3,15,19,5,10,5,13,3,3,3,4,5,5,3,17,12,2,14,30,9,19,14,7,17,12,14,5,15,15,14,15,15,16,13,22,3,9,14,14,11,11,3,26,15,28,11,10,12,10,9,9,8,8,9,8,9,9,11,39,9,8,7,7,6,6,34,6,4,5,7,7,8,6,8,59,52,10,5,10,10,8,10,6,8,48,21,20,24,19,22,23,31,37,37,50,50,79,65,41,39,43,44,46,32,32,40,43,45,46,30,44,45,46,49,42,46,57,16,16,15,14,5,9,12,10,7,10
65,14,16,16,28,23,30,14,18,24,23,36,23,21,27,26,24,20,25,21,20,20,36,30,24,24,20,22,18,26,27,16,26,18,40,31,65,48,54,48,66,46,80,46,40,33,71,42,39,17,17,20,17,20,22,21,26,28,25,25,14,14,14,1,1,1,0,11,3,6,65,52,60,57,28,69,56,35,40,8,11,8,15,30,13,12,13,12,13,11,17,7,8,7,5,5,7,16,14,13,2,1,2,2,2,3,5,5,2,2,2,3,9,19,11,18,16,8,10,5,6,22,15,2,3,15,19,5,10,5,12,3,3,3,4,5,5,3,17,12,3,14,30,9,18,13,7,17,12,13,5,15,16,14,15,15,16,13,22,4,8,14,14,10,10,4,26,15,28,10,9,11,10,9,8,7,7,8,8,8,9,11,38,8,7,6,7,6,5,34,6,4,5,6,6,8,5,7,58,51,10,4,9,9,9,9,5,8,47,20,20,23,19,22,22,31,37,36,49,49,79,64,40,38,43,44,46,32,31,39,43,44,46,30,44,45,46,48,42,45,56,17,16,15,14,4,9,12,9,6,9
66,24,26,25,37,30,38,24,28,31,29,42,32,28,32,32,32,30,35,32,29,28,39,35,34,32,28,30,28,33,34,25,35,28,47,40,71,55,62,56,72,55,89,55,49,42,77,52,49,27,27,31,27,31,32,32,37,39,36,35,25,24,25,11,10,10,11,0,12,13,72,61,67,65,37,75,64,44,49,14,18,9,6,30,23,22,23,22,22,19,25,15,16,12,11,12,12,24,22,21,11,12,12,11,12,12,13,14,12,12,12,8,14,16,8,24,23,19,16,7,17,25,24,9,14,7,10,7,18,15,21,13,13,13,14,15,15,14,7,22,9,3,24,2,22,20,17,7,4,17,6,6,6,4,5,5,6,14,15,13,16,11,22,21,21,12,19,5,24,20,19,21,20,19,18,17,17,17,17,18,18,20,49,17,16,15,16,15,14,44,15,14,15,17,16,18,16,18,64,57,19,13,17,18,6,19,13,4,57,29,29,32,29,31,32,41,47,45,58,58,87,72,51,49,53,54,56,43,42,49,53,54,57,41,54,55,56,58,52,54,65,6,5,5,23,14,19,20,17,14,18
67,13,15,14,26,20,27,12,16,22,20,33,20,18,24,23,21,18,23,20,17,18,33,27,22,21,17,20,16,23,24,14,24,16,38,29,62,45,52,46,63,44,78,44,38,31,68,40,38,16,16,19,16,20,22,21,25,27,25,24,13,13,14,4,4,4,3,12,0,3,63,50,57,54,26,66,54,33,38,5,8,6,15,27,11,10,11,10,10,8,14,4,5,4,2,2,4,13,12,10,1,3,4,5,5,6,7,7,5,3,2,5,6,17,9,15,13,8,7,5,5,19,12,3,3,14,19,8,7,4,10,3,4,4,6,7,6,5,18,11,5,15,29,10,15,10,7,17,14,10,7,16,16,15,16,16,17,11,21,6,5,12,11,9,10,6,24,16,25,8,7,10,8,7,6,5,5,6,6,6,6,8,38,5,4,4,4,4,3,33,4,3,5,6,5,6,6,7,55,48,7,2,6,7,11,7,2,10,46,18,18,21,17,20,20,29,36,34,47,47,76,61,39,38,41,43,44,32,31,38,41,43,45,30,42,43,44,47,40,43,54,17,17,16,11,2,8,9,6,3,7
68,12,14,12,23,17,25,11,15,19,17,30,19,15,20,20,19,17,22,19,15,15,29,24,21,19,15,17,15,20,22,12,22,15,35,27,59,43,49,43,60,42,75,42,36,29,65,39,37,17,16,19,16,20,23,22,25,28,25,24,13,13,14,7,8,7,6,13,3,0,60,48,54,52,24,63,51,31,36,1,5,6,16,24,11,10,10,9,9,6,12,2,3,2,2,2,1,11,9,8,5,6,7,8,8,9,11,10,8,6,5,7,3,14,9,12,10,10,3,6,6,16,10,5,6,14,19,11,5,5,8,5,7,7,9,10,9,8,18,12,9,16,27,11,12,7,10,18,16,7,10,16,17,15,16,17,18,8,20,9,2,10,9,9,11,9,23,18,23,7,6,9,7,7,6,5,4,4,5,5,5,7,38,4,3,3,4,4,3,34,5,5,7,7,6,7,8,8,52,45,6,2,5,5,14,6,2,12,45,16,16,19,17,19,19,29,35,32,45,45,74,59,38,37,40,42,43,32,31,37,40,42,45,31,41,42,43,46,39,41,52,18,18,17,10,4,8,7,4,1,6
69,53,52,50,39,43,36,53,49,41,43,30,45,45,40,40,42,49,43,50,46,45,36,37,47,43,45,43,49,40,38,52,41,50,25,38,4,17,18,20,5,30,26,27,33,35,6,40,44,58,55,54,57,57,59,57,53,54,57,52,55,58,56,66,67,66,65,72,63,60,0,26,7,17,41,5,13,33,29,59,55,63,71,47,55,55,53,54,53,55,49,58,58,60,62,61,60,49,51,52,64,65,65,67,67,67,68,67,66,64,63,67,58,60,64,48,50,61,56,66,60,49,51,65,63,69,73,70,55,61,54,63,64,65,66,66,65,65,75,58,68,74,67,70,50,53,64,73,76,55,69,72,73,73,73,74,74,59,68,67,57,62,52,57,60,67,66,76,59,56,57,55,57,58,58,59,58,57,58,57,57,55,55,57,58,59,59,60,60,59,60,62,62,61,60,59,63,61,8,16,56,61,56,56,73,56,60,72,38,47,48,42,52,47,46,47,47,34,25,24,25,10,44,49,42,45,40,56,54,43,41,39,53,58,41,41,41,40,36,24,23,75,75,75,52,61,59,54,56,59,56
70,38,36,36,24,32,24,38,34,31,34,29,29,34,33,31,30,32,26,32,33,33,38,34,29,29,34,32,34,28,29,36,26,34,21,21,28,18,8,10,30,6,29,6,12,19,31,16,19,40,37,35,38,38,38,37,32,32,35,32,38,40,39,52,53,52,52,61,50,48,26,0,19,9,24,31,13,17,12,47,43,53,63,47,39,40,39,40,39,42,36,46,45,49,50,49,49,37,39,41,51,51,51,53,52,53,53,52,52,51,50,54,48,54,55,38,38,45,45,54,46,44,38,52,49,61,65,57,43,47,40,49,50,51,51,51,50,50,66,42,54,64,66,59,42,42,48,65,64,46,57,63,64,63,64,65,65,50,63,52,45,54,39,42,43,53,63,65,57,42,43,40,42,43,44,45,45,44,44,44,44,41,30,44,45,46,45,46,47,35,46,48,48,46,46,44,48,46,24,26,42,48,44,43,60,43,48,60,12,32,32,29,34,31,30,25,23,16,3,5,27,18,20,24,17,19,14,33,31,18,16,14,27,36,16,16,15,14,12,9,5,66,66,65,38,48,44,41,44,47,43
71,47,46,44,33,37,30,47,42,36,38,26,38,39,35,34,36,43,37,44,40,39,34,33,40,37,40,38,43,34,33,45,35,44,20,32,10,12,10,13,12,23,25,20,26,29,13,33,36,51,48,47,50,51,52,50,46,47,49,45,49,51,50,60,61,60,60,67,57,54,7,19,0,11,34,12,5,26,22,53,50,58,67,44,49,49,47,48,47,49,43,53,52,55,56,56,55,44,45,47,58,59,60,61,61,62,62,61,60,59,57,62,53,56,59,43,44,55,51,61,54,45,45,60,58,64,69,65,50,56,48,58,58,59,60,60,59,59,70,52,62,69,65,65,45,47,58,69,71,50,64,68,69,68,69,69,70,54,64,61,52,58,46,51,53,61,63,71,56,50,51,49,51,52,52,53,53,52,52,52,51,49,48,52,53,54,53,54,55,52,55,56,56,55,54,53,57,55,8,14,50,56,51,50,68,51,55,67,31,40,42,37,45,41,40,40,39,27,18,16,24,6,37,41,35,37,32,49,46,35,34,32,45,51,34,34,33,33,29,17,16,71,70,70,46,56,53,48,51,54,50
72,43,41,41,29,35,27,43,39,34,36,28,34,37,35,34,34,38,32,38,37,37,37,34,35,33,37,36,39,32,31,42,31,40,21,26,20,15,3,9,22,14,23,12,18,24,22,24,28,46,43,42,45,45,45,44,39,40,43,39,44,46,45,57,58,57,57,65,54,52,17,9,11,0,29,22,6,21,17,51,47,57,66,47,45,46,44,45,44,46,40,50,50,53,54,53,53,41,43,45,55,56,56,58,57,58,59,58,57,56,54,59,52,56,58,41,42,51,49,59,51,45,42,57,54,64,68,62,47,52,45,54,55,56,56,56,55,55,69,47,59,68,67,63,45,46,54,68,68,49,61,67,68,67,68,68,69,53,65,57,50,57,43,47,49,58,65,69,58,46,48,46,47,48,49,50,50,49,49,48,48,46,39,49,50,51,50,51,52,43,51,53,53,51,51,50,54,51,17,21,47,53,48,48,65,47,52,64,21,37,37,34,40,36,35,33,31,21,9,8,22,9,28,33,26,28,23,41,38,27,24,22,36,44,24,25,24,23,20,12,5,70,69,69,43,53,49,46,48,51,48
73,14,12,12,4,11,7,14,10,11,14,20,6,13,16,13,9,9,3,9,9,10,27,20,6,6,11,12,10,8,11,13,3,10,18,3,42,24,27,21,43,18,52,18,12,6,47,16,15,17,14,13,16,16,18,16,14,15,17,12,15,17,16,28,29,29,28,37,26,24,41,24,34,29,0,45,30,8,13,24,20,29,40,31,15,16,15,16,16,18,12,22,22,26,26,25,25,13,16,17,27,27,27,29,28,29,30,28,28,27,26,30,25,33,32,16,16,22,22,31,22,25,14,29,25,38,43,33,19,23,16,26,26,27,27,27,26,26,42,18,31,40,46,35,21,19,24,42,40,23,33,40,41,40,41,41,42,28,41,28,22,32,16,18,20,29,42,42,38,18,19,17,18,19,20,21,21,20,21,20,20,18,22,21,22,22,22,22,23,22,23,24,24,22,22,21,24,22,35,30,19,24,20,19,37,19,24,36,21,8,8,7,11,7,6,10,15,8,21,21,51,37,17,18,18,20,20,19,17,14,17,18,26,20,18,19,20,22,15,18,28,43,42,42,15,24,20,18,20,23,19
74,57,56,54,43,46,40,56,52,44,46,33,48,48,43,43,45,53,47,54,50,49,38,40,51,47,49,46,53,44,41,55,45,54,28,43,4,21,22,25,3,35,29,32,37,40,4,45,48,62,59,58,61,62,63,61,58,58,61,57,59,61,60,69,70,69,69,75,66,63,5,31,12,22,45,0,18,37,34,62,58,66,74,49,59,59,57,57,56,58,52,62,61,63,65,64,63,53,54,55,67,68,69,70,70,71,72,71,69,68,66,70,61,62,67,51,53,65,59,69,63,51,55,68,67,71,75,74,59,65,57,67,67,68,69,70,69,68,77,62,71,76,69,73,52,56,67,76,79,58,72,75,76,75,76,76,77,61,70,70,61,65,55,61,63,71,68,78,60,59,60,59,60,61,61,62,62,61,61,61,60,59,60,61,62,62,62,63,64,64,64,65,66,64,63,63,67,64,11,18,60,64,60,59,76,60,64,75,43,50,52,46,56,51,50,52,52,39,30,29,28,14,49,54,47,50,45,61,58,47,46,44,58,63,46,46,46,45,41,29,28,78,78,77,56,65,62,57,59,62,60
75,43,42,40,29,34,26,43,38,32,35,25,34,36,33,32,32,38,32,39,36,36,33,31,36,33,36,34,39,31,30,41,31,40,17,27,15,10,5,8,17,17,26,14,20,24,18,28,31,47,44,43,46,46,47,45,41,42,45,41,44,47,46,57,57,57,56,64,54,51,13,13,5,6,30,18,0,22,17,50,46,55,64,43,45,45,43,44,43,46,39,50,49,52,53,52,52,40,42,43,55,55,56,57,57,58,59,57,57,55,54,58,50,54,57,39,41,51,48,57,50,43,41,56,54,62,66,61,46,52,44,54,54,55,56,56,55,55,67,48,59,66,63,62,43,44,54,66,67,47,60,65,66,65,66,67,67,51,62,57,49,55,43,47,49,58,62,68,54,46,47,45,47,48,48,49,49,48,48,48,47,46,42,48,49,50,49,50,51,46,51,52,52,51,50,49,53,51,11,15,47,52,47,47,64,47,51,63,25,36,37,33,41,37,35,35,34,22,12,11,25,8,32,36,30,32,27,44,41,30,28,26,40,46,28,29,28,27,24,12,11,68,68,67,43,52,49,45,47,50,47
76,22,20,19,8,14,7,21,17,14,17,16,13,17,17,15,13,17,11,18,16,16,25,19,14,12,17,15,18,11,12,20,9,18,12,6,34,17,19,13,35,12,45,11,6,3,39,15,16,25,22,21,24,24,26,24,21,22,24,20,23,25,24,36,36,36,35,44,33,31,33,17,26,21,8,37,22,0,5,30,26,36,46,32,23,24,22,23,23,25,19,29,28,32,33,32,32,20,22,24,34,34,35,36,36,37,37,36,36,34,33,38,31,37,38,21,21,29,28,37,29,27,21,36,33,44,48,41,26,31,23,33,33,34,35,35,34,34,49,26,38,47,49,42,25,25,32,48,47,29,40,46,47,46,47,48,48,33,46,36,29,37,22,26,28,37,46,49,41,25,26,24,26,27,27,28,28,28,28,27,27,25,26,28,29,30,29,30,30,28,30,32,31,30,29,28,32,30,27,23,26,32,27,26,44,26,31,43,18,15,16,12,19,15,14,15,18,3,14,14,43,29,18,20,17,20,18,25,22,15,16,16,28,27,17,18,19,20,12,10,21,49,49,48,22,31,28,24,27,30,26
